word,V/C Ratio,S-Score,ULetters
modge,0.67,9,5
track,0.25,11,5
afros,0.67,8,5
resay,0.67,8,5
daubs,0.67,8,5
imaum,1.5,9,4
hilar,0.67,8,5
peril,0.67,7,5
calps,0.25,9,5
wavey,0.67,14,5
goave,1.5,9,5
benni,0.67,7,4
pobby,0.25,14,4
patte,0.67,7,4
heils,0.67,8,5
amort,0.67,7,5
sight,0.25,9,5
roads,0.67,6,5
bider,0.67,8,5
leech,0.67,10,4
sippy,0.25,12,4
futon,0.67,8,5
owrie,1.5,8,5
regie,1.5,6,4
gamin,0.67,8,5
grimy,0.25,11,5
polys,0.25,10,5
jiffy,0.25,21,4
wadge,0.67,10,5
climb,0.25,11,5
chief,0.67,13,5
playa,0.67,10,4
miltz,0.25,16,5
selle,0.67,5,3
bialy,0.67,10,5
zinke,0.67,18,5
could,0.67,8,5
gobis,0.67,8,5
roady,0.67,9,5
pimps,0.25,11,4
genin,0.67,6,4
pecke,0.67,13,4
ardeb,0.67,8,5
xylan,0.25,15,5
piley,0.67,10,5
comer,0.67,9,5
bimbo,0.67,11,4
cared,0.67,8,5
husks,0.25,12,4
sirup,0.67,7,5
bidet,0.67,8,5
drape,0.67,8,5
flail,0.67,8,4
exeat,1.5,12,4
borak,0.67,11,5
zilla,0.67,14,4
pells,0.25,7,4
grith,0.25,9,5
lanky,0.25,12,5
gynae,0.67,9,5
byssi,0.25,10,4
incus,0.67,7,5
socks,0.25,11,4
vaper,0.67,10,5
fohns,0.25,11,5
punny,0.25,10,4
telos,0.67,5,5
hapas,0.67,10,4
their,0.67,8,5
runny,0.25,8,4
zonal,0.67,14,5
class,0.25,7,4
cymol,0.25,12,5
squab,0.67,16,5
pygmy,0.0,16,4
nonet,0.67,5,4
choko,0.67,14,4
nudie,1.5,6,5
volve,0.67,11,4
viffs,0.25,14,4
gowfs,0.25,12,5
chuff,0.25,16,4
loper,0.67,7,5
parer,0.67,7,4
bings,0.25,8,5
pogue,1.5,8,5
known,0.25,12,4
sooms,0.67,7,3
nunus,0.67,5,3
kedge,0.67,11,4
cutes,0.67,7,5
gazed,0.67,16,5
steam,0.67,7,5
zoris,0.67,14,5
ulnae,1.5,5,5
nicer,0.67,7,5
vives,0.67,11,4
poggy,0.25,12,4
kiter,0.67,9,5
cowps,0.25,12,5
ponzu,0.67,16,5
ephod,0.67,11,5
windy,0.25,12,5
testa,0.67,5,4
envoi,1.5,8,5
jerid,0.67,13,5
gloze,0.67,15,5
estop,0.67,7,5
coals,0.67,7,5
runed,0.67,6,5
plups,0.25,9,4
click,0.25,13,4
wraps,0.25,10,5
wiggy,0.25,13,4
radge,0.67,7,5
chout,0.67,10,5
altar,0.67,5,4
debur,0.67,8,5
swoop,0.67,10,4
setal,0.67,5,5
scent,0.25,7,5
pearl,0.67,7,5
hakea,1.5,12,4
omdda,0.67,9,4
wyles,0.25,11,5
flung,0.25,9,5
kerbs,0.25,11,5
nonis,0.67,5,4
benes,0.67,7,4
matsu,0.67,7,5
flisk,0.25,12,5
swaps,0.25,10,4
derny,0.25,9,5
slunk,0.25,9,5
yacka,0.67,14,4
twirp,0.25,10,5
virus,0.67,8,5
mecha,0.67,12,5
frena,0.67,8,5
donny,0.25,9,4
gears,0.67,6,5
ulpan,0.67,7,5
riems,0.67,7,5
prana,0.67,7,4
retip,0.67,7,5
speck,0.25,13,5
whang,0.25,12,5
boron,0.67,7,4
quell,0.67,14,4
snips,0.25,7,4
fonts,0.25,8,5
kangs,0.25,10,5
rafik,0.67,12,5
awarn,0.67,8,4
pukes,0.67,11,5
elpee,1.5,7,3
skuas,0.67,9,4
banes,0.67,7,5
flack,0.25,14,5
blash,0.25,10,5
eager,1.5,6,4
ariel,1.5,5,5
skers,0.25,9,4
pious,1.5,7,5
unman,0.67,7,4
bindi,0.67,8,4
baels,0.67,7,5
horns,0.25,8,5
lexes,0.67,12,4
kyang,0.25,13,5
voces,0.67,10,5
fruit,0.67,8,5
iotas,1.5,5,5
serrs,0.25,5,3
borks,0.25,11,5
nandu,0.67,6,4
tenth,0.25,8,4
quoif,1.5,17,5
toyos,0.67,8,4
merls,0.25,7,5
campo,0.67,11,5
smogs,0.25,8,4
drama,0.67,8,4
outdo,1.5,6,4
fanga,0.67,9,4
woods,0.67,9,4
yarco,0.67,10,5
snaky,0.25,12,5
fader,0.67,9,5
fends,0.25,9,5
soger,0.67,6,5
oxers,0.67,12,5
beedi,1.5,8,4
usage,1.5,6,5
lends,0.25,6,5
stews,0.25,8,4
prawn,0.25,10,5
tauld,0.67,6,5
blurs,0.25,7,5
yirth,0.25,11,5
kiosk,0.67,13,4
greps,0.25,8,5
spack,0.25,13,5
paoli,1.5,7,5
raids,0.67,6,5
musar,0.67,7,5
gloam,0.67,8,5
noria,1.5,5,5
sulus,0.67,5,3
elain,1.5,5,5
ankle,0.67,9,5
biffo,0.67,13,4
scuft,0.25,10,5
nurds,0.25,6,5
haulm,0.67,10,5
ayahs,0.67,11,4
begin,0.67,8,5
laxer,0.67,12,5
debut,0.67,8,5
rasps,0.25,7,4
cardi,0.67,8,5
tozes,0.67,14,5
sonsy,0.25,8,4
accoy,0.67,12,4
loser,0.67,5,5
shive,0.67,11,5
werfs,0.25,11,5
artly,0.25,8,5
kynds,0.0,13,5
heals,0.67,8,5
rince,0.67,7,5
arpen,0.67,7,5
saber,0.67,7,5
talcy,0.25,10,5
slang,0.25,6,5
mecum,0.67,11,4
apert,0.67,7,5
flies,0.67,8,5
skins,0.25,9,4
lozen,0.67,14,5
revel,0.67,8,4
poopa,1.5,9,3
butut,0.67,7,3
idola,1.5,6,5
khoum,0.67,14,5
kipas,0.67,11,5
sensa,0.67,5,4
poles,0.67,7,5
domic,0.67,10,5
yorks,0.25,12,5
towsy,0.25,11,5
enzym,0.25,19,5
musth,0.25,10,5
uhlan,0.67,8,5
crime,0.67,9,5
gulls,0.25,6,4
hammy,0.25,15,4
yrneh,0.25,11,5
ovule,1.5,8,5
abode,1.5,8,5
wifes,0.67,11,5
zamak,0.67,20,4
payed,0.67,11,5
ferny,0.25,11,5
chefs,0.25,13,5
embox,0.67,16,5
gloms,0.25,8,5
orate,1.5,5,5
mrads,0.25,8,5
tufty,0.25,11,4
blawn,0.25,10,5
loued,1.5,6,5
owari,1.5,8,5
liana,1.5,5,4
lacka,0.67,11,4
fuses,0.67,8,4
jenny,0.25,15,4
grege,0.67,7,3
scuta,0.67,7,5
gents,0.25,6,5
unlet,0.67,5,5
seaze,1.5,14,4
rabis,0.67,7,5
fuzes,0.67,17,5
kaika,1.5,13,3
banya,0.67,10,4
refed,0.67,9,4
ankhs,0.25,12,5
wolly,0.25,11,4
riced,0.67,8,5
rouen,1.5,5,5
rimes,0.67,7,5
phony,0.25,13,5
boule,1.5,7,5
ninon,0.67,5,3
epoxy,0.67,17,5
islet,0.67,5,5
redry,0.25,9,4
bosks,0.25,11,4
gadge,0.67,8,4
biffy,0.25,16,4
shire,0.67,8,5
defog,0.67,10,5
kurta,0.67,9,5
kandy,0.25,13,5
gogos,0.67,7,3
waift,0.67,11,5
coves,0.67,10,5
cions,0.67,7,5
takky,0.25,16,4
shiai,1.5,8,4
pavid,0.67,11,5
taker,0.67,9,5
exits,0.67,12,5
rolfs,0.25,8,5
ourey,1.5,8,5
glugs,0.25,7,4
poesy,0.67,10,5
urate,1.5,5,5
wexed,0.67,16,4
fonio,1.5,8,4
crems,0.25,9,5
nitro,0.67,5,5
bubba,0.67,11,3
blind,0.25,8,5
dempt,0.25,10,5
dowly,0.25,12,5
drove,0.67,9,5
snift,0.25,8,5
acres,0.67,7,5
pasch,0.25,12,5
woads,0.67,9,5
aband,0.67,8,4
caulk,0.67,11,5
taxer,0.67,12,5
marsh,0.25,10,5
cavas,0.67,10,4
foamy,0.67,13,5
murex,0.67,14,5
spins,0.25,7,4
gomer,0.67,8,5
telex,0.67,12,4
krona,0.67,9,5
apron,0.67,7,5
pacey,0.67,12,5
scamp,0.25,11,5
dawks,0.25,13,5
maces,0.67,9,5
roily,0.67,8,5
herds,0.25,9,5
omdah,0.67,11,5
clogs,0.25,8,5
roneo,1.5,5,4
uncus,0.67,7,4
abash,0.67,10,4
laura,1.5,5,4
kawau,1.5,12,4
laldy,0.25,9,4
dault,0.67,6,5
rosco,0.67,7,4
centu,0.67,7,5
metho,0.67,10,5
lymph,0.0,15,5
donsy,0.25,9,5
parte,0.67,7,5
never,0.67,8,4
outre,1.5,5,5
calfs,0.25,10,5
acros,0.67,7,5
malam,0.67,9,3
wrath,0.25,11,5
togue,1.5,6,5
wools,0.67,8,4
organ,0.67,6,5
walla,0.67,8,3
merge,0.67,8,4
fizzy,0.25,29,4
hevel,0.67,11,4
nawal,0.67,8,4
uraos,1.5,5,5
tossy,0.25,8,4
ivory,0.67,11,5
soddy,0.25,10,4
finis,0.67,8,4
spule,0.67,7,5
gooks,0.67,10,4
todos,0.67,6,4
phots,0.25,10,5
blobs,0.25,9,4
nancy,0.25,10,4
flans,0.25,8,5
rayle,0.67,8,5
tinas,0.67,5,5
kanzu,0.67,18,5
pross,0.25,7,4
peeky,0.67,14,4
mizen,0.67,16,5
nills,0.25,5,4
vomit,0.67,10,5
ingle,0.67,6,5
taper,0.67,7,5
basks,0.25,11,4
delos,0.67,6,5
pipit,0.67,9,3
coqui,1.5,16,5
vitex,0.67,15,5
nikau,1.5,9,5
skiey,0.67,12,5
betid,0.67,8,5
whelk,0.25,15,5
pinds,0.25,8,5
skank,0.25,13,4
deash,0.67,9,5
kaies,1.5,9,5
chevy,0.25,16,5
sirra,0.67,5,4
cupel,0.67,9,5
muvva,0.67,13,4
tamer,0.67,7,5
absit,0.67,7,5
mutha,0.67,10,5
piano,1.5,7,5
squid,0.67,15,5
marah,0.67,10,4
moups,0.67,9,5
volet,0.67,8,5
coram,0.67,9,5
faver,0.67,11,5
wooly,0.67,11,4
fifty,0.25,14,4
pombe,0.67,11,5
airer,1.5,5,4
spout,0.67,7,5
pussy,0.25,10,4
gimme,0.67,10,4
zoeal,1.5,14,5
frorn,0.25,8,4
phene,0.67,10,4
mulga,0.67,8,5
miaou,4.0,7,5
quasi,1.5,14,5
sokah,0.67,12,5
vests,0.25,8,4
doble,0.67,8,5
romal,0.67,7,5
mappy,0.25,14,4
obols,0.67,7,4
posed,0.67,8,5
ooses,1.5,5,3
stere,0.67,5,4
decan,0.67,8,5
fauna,1.5,8,4
nates,0.67,5,5
payee,1.5,10,4
jasps,0.25,14,4
doily,0.67,9,5
peent,0.67,7,4
gibli,0.67,8,4
nasal,0.67,5,4
orgic,0.67,8,5
towie,1.5,8,5
roaky,0.67,12,5
surra,0.67,5,4
study,0.25,9,5
kanes,0.67,9,5
brere,0.67,7,3
fikes,0.67,12,5
untax,0.67,12,5
becks,0.25,13,5
fleam,0.67,10,5
torta,0.67,5,4
fluty,0.25,11,5
buteo,1.5,7,5
pecia,1.5,9,5
goold,0.67,7,4
nurse,0.67,5,5
rebab,0.67,9,4
vouch,0.67,13,5
mimer,0.67,9,4
allyl,0.25,8,3
house,1.5,8,5
idols,0.67,6,5
fells,0.25,8,4
wombs,0.25,12,5
cysts,0.0,10,4
osetr,0.67,5,5
lurch,0.25,10,5
coude,1.5,8,5
narks,0.25,9,5
pargo,0.67,8,5
spick,0.25,13,5
gungy,0.25,10,4
ixtle,0.67,12,5
jawns,0.25,15,5
lolls,0.25,5,3
limbs,0.25,9,5
thagi,0.67,9,5
clued,0.67,8,5
nouls,0.67,5,5
milos,0.67,7,5
goats,0.67,6,5
mailo,1.5,7,5
thins,0.25,8,5
porge,0.67,8,5
mukti,0.67,11,5
ajwan,0.67,15,4
norks,0.25,9,5
gulph,0.25,11,5
grabs,0.25,8,5
okehs,0.67,12,5
avyze,0.67,20,5
delly,0.25,9,4
heuch,0.67,13,4
baron,0.67,7,5
phare,0.67,10,5
wires,0.67,8,5
rakis,0.67,9,5
celts,0.25,7,5
coder,0.67,8,5
pitch,0.25,12,5
doree,1.5,6,4
temed,0.67,8,4
parra,0.67,7,3
waken,0.67,12,5
suing,0.67,6,5
cirri,0.67,7,3
bulbs,0.25,9,4
jokol,0.67,16,4
melts,0.25,7,5
metro,0.67,7,5
iroko,1.5,9,4
ashen,0.67,8,5
gawps,0.25,11,5
pavon,0.67,10,5
prees,0.67,7,4
piezo,1.5,16,5
loden,0.67,6,5
acorn,0.67,7,5
ohone,1.5,8,4
bemix,0.67,16,5
soils,0.67,5,4
guffs,0.25,12,4
mandy,0.25,11,5
chuse,0.67,10,5
sneak,0.67,9,5
googs,0.67,7,3
quaws,0.67,17,5
skeev,0.67,12,4
noncy,0.25,10,4
shart,0.25,8,5
jibed,0.67,15,5
rumpo,0.67,9,5
quina,1.5,14,5
bourd,0.67,8,5
minse,0.67,7,5
watap,0.67,10,4
shook,0.67,12,4
ewers,0.67,8,4
newbs,0.25,10,5
ghoul,0.67,9,5
horsy,0.25,11,5
edger,0.67,7,4
klang,0.25,10,5
raffy,0.25,14,4
spore,0.67,7,5
moror,0.67,7,3
veeps,0.67,10,4
mamma,0.67,11,2
shoyu,0.67,11,5
obese,1.5,7,4
stash,0.25,8,4
karai,1.5,9,4
iambi,1.5,9,4
shiny,0.25,11,5
danse,0.67,6,5
korai,1.5,9,5
sdein,0.67,6,5
favor,0.67,11,5
deres,0.67,6,4
lotsa,0.67,5,5
ouped,1.5,8,5
khana,0.67,12,4
brees,0.67,7,4
crude,0.67,8,5
wasts,0.25,8,4
nomes,0.67,7,5
degas,0.67,7,5
woold,0.67,9,4
eiked,1.5,10,4
hajes,0.67,15,5
snowk,0.25,12,5
bitts,0.25,7,4
criss,0.25,7,4
gonof,0.67,9,4
hajis,0.67,15,5
apayd,0.67,11,4
prost,0.25,7,5
rauns,0.67,5,5
cuter,0.67,7,5
rived,0.67,9,5
tusky,0.25,12,5
veggo,0.67,10,4
lexis,0.67,12,5
fling,0.25,9,5
naunt,0.67,5,4
woven,0.67,11,5
hippo,0.67,12,4
pelts,0.25,7,5
uredo,1.5,6,5
brith,0.25,10,5
eilds,0.67,6,5
bhava,0.67,13,4
loids,0.67,6,5
turnt,0.25,5,4
fluor,0.67,8,5
lyard,0.25,9,5
belon,0.67,7,5
sahab,0.67,10,4
smite,0.67,7,5
yacca,0.67,12,3
palls,0.25,7,4
shets,0.25,8,4
preve,0.67,10,4
dilli,0.67,6,3
vairy,0.67,11,5
cowan,0.67,10,5
lithe,0.67,8,5
field,0.67,9,5
klick,0.25,15,4
fayre,0.67,11,5
snabs,0.25,7,4
papaw,0.67,12,3
goaft,0.67,9,5
missy,0.25,10,4
spaza,0.67,16,4
sissy,0.25,8,3
cloam,0.67,9,5
wilis,0.67,8,4
abris,0.67,7,5
sayas,0.67,8,3
blonx,0.25,14,5
wrast,0.25,8,5
knaur,0.67,9,5
sadly,0.25,9,5
fasti,0.67,8,5
discs,0.25,8,4
turns,0.25,5,5
qursh,0.25,17,5
baize,1.5,16,5
buret,0.67,7,5
puffs,0.25,13,4
albee,1.5,7,4
redes,0.67,6,4
boats,0.67,7,5
bubbe,0.67,11,3
stewy,0.25,11,5
couta,1.5,7,5
sunns,0.25,5,3
raiks,0.67,9,5
dojos,0.67,13,4
swopt,0.25,10,5
dream,0.67,8,5
yuzus,0.67,17,4
ratel,0.67,5,5
ferer,0.67,8,3
gnats,0.25,6,5
imbos,0.67,9,5
roops,0.67,7,4
selfs,0.25,8,4
salas,0.67,5,3
skegg,0.25,11,4
phasm,0.25,12,5
cuifs,0.67,10,5
juste,0.67,12,5
gifts,0.25,9,5
siler,0.67,5,5
easle,1.5,5,4
salto,0.67,5,5
tendu,0.67,6,5
vleis,0.67,8,5
quids,0.67,15,5
rando,0.67,6,5
gudes,0.67,7,5
mesel,0.67,7,4
wigan,0.67,9,5
manto,0.67,7,5
nioza,1.5,14,5
dairy,0.67,9,5
quais,1.5,14,5
spirt,0.25,7,5
siles,0.67,5,4
kreep,0.67,11,4
picks,0.25,13,5
boeps,0.67,9,5
peins,0.67,7,5
tears,0.67,5,5
tuart,0.67,5,4
akoia,4.0,9,4
zowie,1.5,17,5
maven,0.67,10,5
howso,0.67,11,4
budas,0.67,8,5
daily,0.67,9,5
tamis,0.67,7,5
yakka,0.67,16,3
groin,0.67,6,5
vexed,0.67,16,4
tegus,0.67,6,5
makai,1.5,11,4
title,0.67,5,4
sefer,0.67,8,4
lumpy,0.25,12,5
daker,0.67,10,5
snake,0.67,9,5
afrit,0.67,8,5
zigan,0.67,15,5
stipa,0.67,7,5
anana,1.5,5,2
vocab,0.67,12,5
naved,0.67,9,5
froyo,0.67,11,4
pilar,0.67,7,5
admit,0.67,8,5
bowie,1.5,10,5
idiom,1.5,8,4
drawl,0.25,9,5
burls,0.25,7,5
lance,0.67,7,5
cruse,0.67,7,5
seats,0.67,5,4
kelps,0.25,11,5
blaer,0.67,7,5
chive,0.67,13,5
neume,1.5,7,4
thuja,0.67,15,5
muggs,0.25,9,4
nason,0.67,5,4
snags,0.25,6,4
toras,0.67,5,5
bitty,0.25,10,4
redid,0.67,7,4
relet,0.67,5,4
skirl,0.25,9,5
bevue,1.5,10,4
bocci,0.67,11,4
dench,0.25,11,5
seedy,0.67,9,4
eyots,0.67,8,5
velar,0.67,8,5
pikes,0.67,11,5
neefs,0.67,8,4
cuing,0.67,8,5
recep,0.67,9,4
plats,0.25,7,5
yarer,0.67,8,4
porks,0.25,11,5
rudes,0.67,6,5
savor,0.67,8,5
guars,0.67,6,5
hazel,0.67,17,5
chizz,0.25,28,4
geist,0.67,6,5
rotis,0.67,5,5
basta,0.67,7,4
untag,0.67,6,5
needy,0.67,9,4
picky,0.25,16,5
raxes,0.67,12,5
moran,0.67,7,5
yamen,0.67,10,5
paren,0.67,7,5
goves,0.67,9,5
echos,0.67,10,5
homos,0.67,10,4
texts,0.25,12,4
pegos,0.67,8,5
reens,0.67,5,4
nelia,1.5,5,5
dbags,0.25,9,5
augen,1.5,6,5
eorls,0.67,5,5
hinge,0.67,9,5
chirp,0.25,12,5
allot,0.67,5,4
tubar,0.67,7,5
ouzel,1.5,14,5
dales,0.67,6,5
murgi,0.67,8,5
kidge,0.67,11,5
mizzy,0.25,28,4
tepoy,0.67,10,5
marae,1.5,7,4
hoofs,0.67,11,4
tophi,0.67,10,5
phase,0.67,10,5
cacky,0.25,16,4
lichi,0.67,10,4
shyer,0.25,11,5
bihon,0.67,10,5
filon,0.67,8,5
eagle,1.5,6,4
twank,0.25,12,5
trior,0.67,5,4
elute,1.5,5,4
pelog,0.67,8,5
relax,0.67,12,5
darts,0.25,6,5
fraus,0.67,8,5
deere,1.5,6,3
turbo,0.67,7,5
fains,0.67,8,5
moers,0.67,7,5
feeze,1.5,17,3
croci,0.67,9,4
steal,0.67,5,5
modem,0.67,10,4
genio,1.5,6,5
drily,0.25,9,5
today,0.67,9,5
rebuy,0.67,10,5
grows,0.25,9,5
tangy,0.25,9,5
quonk,0.67,18,5
disme,0.67,8,5
taata,1.5,5,2
bwana,0.67,10,4
snipy,0.25,10,5
fusts,0.25,8,4
glues,0.67,6,5
tiers,0.67,5,5
herps,0.25,10,5
immit,0.67,9,3
benny,0.25,10,4
anoas,1.5,5,4
doors,0.67,6,4
apgar,0.67,8,4
bourn,0.67,7,5
ebank,0.67,11,5
hallo,0.67,8,4
hulls,0.25,8,4
fendy,0.25,12,5
queek,1.5,18,4
hoops,0.67,10,4
haute,1.5,8,5
sward,0.25,9,5
peage,1.5,8,4
sheva,0.67,11,5
ketas,0.67,9,5
rumes,0.67,7,5
agers,0.67,6,5
meads,0.67,8,5
aspie,1.5,7,5
mimeo,1.5,9,4
tunds,0.25,6,5
hoise,1.5,8,5
mease,1.5,7,4
pridy,0.25,11,5
boral,0.67,7,5
stedd,0.25,7,4
areal,1.5,5,4
dowed,0.67,10,4
mutes,0.67,7,5
mylar,0.25,10,5
slosh,0.25,8,4
idled,0.67,7,4
spugs,0.25,8,4
azury,0.67,17,5
puddy,0.25,12,4
kaing,0.67,10,5
twiny,0.25,11,5
krewe,0.67,12,4
freon,0.67,8,5
mangs,0.25,8,5
crass,0.25,7,4
orris,0.67,5,4
tokos,0.67,9,4
clefs,0.25,10,5
oggin,0.67,7,4
bhoot,0.67,10,4
hynde,0.25,12,5
verra,0.67,8,4
igloo,1.5,6,4
qajaq,0.67,30,3
betas,0.67,7,5
lises,0.67,5,4
pappy,0.25,14,3
focal,0.67,10,5
picas,0.67,9,5
soles,0.67,5,4
ainga,1.5,6,4
ouzos,1.5,14,4
hoach,0.67,13,4
adawn,0.67,9,4
glugg,0.25,8,3
basha,0.67,10,4
narky,0.25,12,5
linny,0.25,8,4
shaya,0.67,11,4
trayf,0.25,11,5
moped,0.67,10,5
eases,1.5,5,3
laird,0.67,6,5
beady,0.67,11,5
juris,0.67,12,5
agism,0.67,8,5
means,0.67,7,5
vogie,1.5,9,5
cedes,0.67,8,4
bunko,0.67,11,5
naric,0.67,7,5
peart,0.67,7,5
query,0.67,17,5
leare,1.5,5,4
carby,0.25,12,5
indol,0.67,6,5
debye,0.67,11,4
byked,0.25,15,5
laarf,0.67,8,4
kofta,0.67,12,5
kapas,0.67,11,4
olios,1.5,5,4
roufs,0.67,8,5
louie,4.0,5,5
plews,0.25,10,5
spawl,0.25,10,5
darzi,0.67,15,5
quoll,0.67,14,4
celeb,0.67,9,4
convo,0.67,10,4
store,0.67,5,5
skarn,0.25,9,5
veges,0.67,9,4
shade,0.67,9,5
nabes,0.67,7,5
pirre,0.67,7,4
bluey,0.67,10,5
break,0.67,11,5
ryper,0.25,10,4
faery,0.67,11,5
hoods,0.67,9,4
amies,1.5,7,5
heats,0.67,8,5
umbre,0.67,9,5
quiet,1.5,14,5
gleed,0.67,7,4
wanks,0.25,12,5
gurls,0.25,6,5
nikah,0.67,12,5
tazze,0.67,23,4
korun,0.67,9,5
towze,0.67,17,5
blams,0.25,9,5
falls,0.25,8,4
wairs,0.67,8,5
wilga,0.67,9,5
kwela,0.67,12,5
aapas,1.5,7,3
navvy,0.25,14,4
sapor,0.67,7,5
rotan,0.67,5,5
saker,0.67,9,5
leger,0.67,6,4
xeric,0.67,14,5
cyano,0.67,10,5
garre,0.67,6,4
tomes,0.67,7,5
judgy,0.25,17,5
nains,0.67,5,4
timon,0.67,7,5
bevan,0.67,10,5
duals,0.67,6,5
urged,0.67,7,5
azole,1.5,14,5
doxes,0.67,13,5
flabs,0.25,10,5
favas,0.67,11,4
viver,0.67,11,4
larga,0.67,6,4
manus,0.67,7,5
touze,1.5,14,5
stars,0.25,5,4
knobs,0.25,11,5
yowie,1.5,11,5
jibes,0.67,14,5
avion,1.5,8,5
froze,0.67,17,5
tenes,0.67,5,4
nexus,0.67,12,5
obole,1.5,7,4
coomy,0.67,12,4
looks,0.67,9,4
waltz,0.25,17,5
smoke,0.67,11,5
dregs,0.25,7,5
ledge,0.67,7,4
kayle,0.67,12,5
coups,0.67,9,5
chart,0.25,10,5
lytes,0.25,8,5
madam,0.67,10,3
kalas,0.67,9,4
benty,0.25,10,5
rafts,0.25,8,5
vinca,0.67,10,5
wiles,0.67,8,5
bilbo,0.67,9,4
chark,0.25,14,5
ceder,0.67,8,4
tents,0.25,5,4
virgo,0.67,9,5
bisks,0.25,11,4
mines,0.67,7,5
buhls,0.25,10,5
mavis,0.67,10,5
yolky,0.25,15,4
keaki,1.5,13,4
sirih,0.67,8,4
fiefs,0.67,11,4
dikes,0.67,10,5
dunce,0.67,8,5
meves,0.67,10,4
ketes,0.67,9,4
hefty,0.25,14,5
zooey,1.5,17,4
crits,0.25,7,5
wived,0.67,12,5
bogle,0.67,8,5
cawks,0.25,14,5
chavs,0.25,13,5
duomi,1.5,8,5
tewel,0.67,8,4
mesyl,0.25,10,5
balmy,0.25,12,5
hyleg,0.25,12,5
acari,1.5,7,4
feats,0.67,8,5
meake,1.5,11,4
ignis,0.67,6,4
gongs,0.25,7,4
karts,0.25,9,5
dents,0.25,6,5
haffs,0.25,14,4
sakes,0.67,9,4
horny,0.25,11,5
adrad,0.67,7,3
rebud,0.67,8,5
yayas,0.67,11,3
shier,0.67,8,5
unmew,0.67,10,5
plasm,0.25,9,5
loast,0.67,5,5
pucka,0.67,13,5
pivot,0.67,10,5
works,0.25,12,5
skees,0.67,9,3
paler,0.67,7,5
knish,0.25,12,5
nigga,0.67,7,4
madar,0.67,8,4
wakfs,0.25,15,5
ruche,0.67,10,5
todde,0.67,7,4
saury,0.67,8,5
rough,0.67,9,5
knops,0.25,11,5
aking,0.67,10,5
yills,0.25,8,4
cymae,0.67,12,5
brent,0.25,7,5
umpty,0.25,12,5
mells,0.25,7,4
marua,1.5,7,4
impro,0.67,9,5
howdy,0.25,15,5
woopy,0.67,13,4
aswim,0.67,10,5
brank,0.25,11,5
pinko,0.67,11,5
ginny,0.25,9,4
vowel,0.67,11,5
reems,0.67,7,4
eider,1.5,6,4
hyped,0.25,14,5
jeers,0.67,12,4
since,0.67,7,5
kacha,0.67,14,4
whios,0.67,11,5
naris,0.67,5,5
aurum,1.5,7,4
awake,1.5,12,4
fully,0.25,11,4
rathe,0.67,8,5
scops,0.25,9,4
arvee,1.5,8,4
wrong,0.25,9,5
rompy,0.25,12,5
swine,0.67,8,5
rames,0.67,7,5
gimel,0.67,8,5
mange,0.67,8,5
wifty,0.25,14,5
levin,0.67,8,5
chafe,0.67,13,5
wenny,0.25,11,4
queys,0.67,17,5
tokay,0.67,12,5
tardo,0.67,6,5
polar,0.67,7,5
pends,0.25,8,5
ashes,0.67,8,4
mopes,0.67,9,5
visne,0.67,8,5
lased,0.67,6,5
erose,1.5,5,4
colts,0.25,7,5
raper,0.67,7,4
diram,0.67,8,5
gyrus,0.25,9,5
jakie,1.5,16,5
vutty,0.25,11,4
capes,0.67,9,5
numen,0.67,7,4
extra,0.67,12,5
jowed,0.67,16,5
cosed,0.67,8,5
agars,0.67,6,4
pique,1.5,16,5
talar,0.67,5,4
bedad,0.67,9,4
mandi,0.67,8,5
unkut,0.67,9,4
dulls,0.25,6,4
sloot,0.67,5,4
bawls,0.25,10,5
sowne,0.67,8,5
pleno,0.67,7,5
rebit,0.67,7,5
strep,0.25,7,5
besot,0.67,7,5
boons,0.67,7,4
sewed,0.67,9,4
latah,0.67,8,4
repro,0.67,7,4
boohs,0.67,10,4
flaps,0.25,10,5
girrs,0.25,6,4
vesta,0.67,8,5
hyens,0.25,11,5
anyon,0.67,8,4
bodge,0.67,9,5
modom,0.67,10,3
yurts,0.25,8,5
exile,1.5,12,4
adret,0.67,6,5
noyed,0.67,9,5
dyads,0.25,10,4
longe,0.67,6,5
tride,0.67,6,5
trads,0.25,6,5
goffs,0.25,12,4
wheys,0.25,14,5
shojo,0.67,15,4
ayaya,1.5,11,2
risks,0.25,9,4
repot,0.67,7,5
dwaum,0.67,11,5
akara,1.5,9,3
quank,0.67,18,5
shale,0.67,8,5
kiefs,0.67,12,5
clock,0.25,13,4
nerks,0.25,9,5
calmy,0.25,12,5
bobac,0.67,11,4
pouty,0.67,10,5
jinne,0.67,12,4
antic,0.67,7,5
angel,0.67,6,5
whams,0.25,13,5
tater,0.67,5,4
spods,0.25,8,4
veery,0.67,11,4
heame,1.5,10,4
unmet,0.67,7,5
ephah,0.67,13,4
tonal,0.67,5,5
goner,0.67,6,5
pauas,1.5,7,4
ruvid,0.67,9,5
maist,0.67,7,5
erupt,0.67,7,5
amore,1.5,7,5
sicko,0.67,11,5
felly,0.25,11,4
jimpy,0.25,19,5
crome,0.67,9,5
sises,0.67,5,3
honey,0.67,11,5
vacay,0.67,13,4
rents,0.25,5,5
fenks,0.25,12,5
hosey,0.67,11,5
puffy,0.25,16,4
askar,0.67,9,4
patee,1.5,7,4
downy,0.25,12,5
aphid,0.67,11,5
